콘텐츠아이디,콘텐츠분류,제목,언어,타이틀,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크주소,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,웹사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문웹사용여부,중문웹사용여부,일문웹사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,소셜네트워크공유수,인기점수,트립어드바이저코드,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지검색어자동여부,영문페이지검색어자동여부,중문페이지검색어자동여부,일문페이지검색어자동여부,사진공유수,번체웹사용여부,말레이어웹사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체검색어자동여부,말레이어검색어자동여부
CNTS_000000000001425,음식점,뜰향기,국문,뜰향기,,제주특별자치도 제주시 조천읍 와흘리 122-3,제주특별자치도 제주시 조천읍 남조로 2326,33.499622,126.53119,y,,,2206,,0,0,7,0,0,y,y,y,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-22,anonymous,2023-03-14,0,4412,9192792,63344,n,2016-08-22,2016-08-22,2016-08-22,2016-08-22,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500682,관광지,한담해변,국문,한담해변,,제주특별자치도 제주시 애월읍 애월리 2533-1,제주특별자치도 제주시 애월읍 애월로1길 26-4,33.46004182,126.3105424,y,5,,31689,,13,31,420,0,1,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-05-30,anonymous,2023-03-15,10,63572,7987808,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,59,y,y,y,y,y,y,y,y,,,2022-12-01,2022-12-01,y,y
CNTS_000000000001167,음식점,거닐다,국문,거닐다,,제주특별자치도 서귀포시 안덕면 대평감산로 9,제주특별자치도 서귀포시 안덕면 대평감산로 9,33.235462,126.366776,y,3,,731,,0,1,1,0,0,y,y,y,m,y,2018-06-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2023-03-15,0,1462,9058245,,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000001173,음식점,다미진,국문,다미진,,제주특별자치도 서귀포시 표선면 표선리 40-51,제주특별자치도 서귀포시 표선면 민속해안로 578-1,33.325073,126.84412,y,,,2152,,0,0,0,0,0,y,y,y,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2023-03-14,0,4304,9103885,63629,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000013391,축제/행사,.....,국문,.....,,,,,,y,0,,0,,0,0,0,0,0,y,y,n,w,y,,,,,m,m,m,,,,,,,,,,iamsunon,2022-05-12,iamsunon,2022-05-12,0,,,,n,2022-05-12,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013406,축제/행사,2022 세계인제주 외국인 커뮤니티 제전,국문,2022 세계인제주 외국인 커뮤니티 제전,,제주특별자치도 제주시 삼도이동 1262,제주특별자치도 제주시 중앙로 2,33.518116,126.5241853,y,0,,336,,0,0,0,0,0,y,y,y,y,y,2022-05-16,,,,m,m,m,,,,,,,,,,iamsunon,2022-05-16,iamsunon,2023-03-15,2,672,,,n,2022-05-16,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000013407,숙박,오션패밀리호텔,국문,오션패밀리호텔,,제주특별자치도 제주시 이호일동 1725,제주특별자치도 제주시 일주서로 7531,33.4952562,126.4510884,y,0,,168,,0,0,0,0,0,y,y,y,y,y,2022-05-16,y,,,y,m,m,y,,,y,,,2022-06-21,,,iamsunon,2022-05-16,iamsunon,2023-03-14,0,336,,,n,2022-05-16,2022-06-21,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000001321,숙박,디셈버호텔,국문,디셈버호텔,,제주특별자치도 제주시 연동 260-58,제주특별자치도 제주시 삼무로1길 15,33.4903086,126.4897335,y,,,2868,,0,0,3,0,0,y,y,y,y,y,2019-06-27,y,y,y,y,y,y,y,y,y,y,y,y,2019-02-12,2019-02-12,2019-02-12,anonymous,2016-08-19,anonymous,2023-03-13,0,5736,2280727,,n,2016-08-19,2016-08-19,2016-08-19,2016-08-19,y,n,n,n,,y,,y,,y,,y,,,,2022-06-15,,n,
CONT_000000000500179,관광지,마오름(한경),국문,마오름(한경),,제주특별자치도 제주시 한경면 저지리 산 56,제주특별자치도 제주시 한경면 저지리 산 56,33.33803,126.24381,y,,,2955,,0,0,2,0,0,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-05-30,anonymous,2023-03-15,0,5910,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-29,,2019-07-29,,y,
CNTS_000000000017497,기타,이중섭미술관,국문,이중섭미술관,,,,0,0,y,,,194,,0,0,0,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-09-06,anonymous,2023-03-07,1,388,,,n,2016-09-06,2016-09-06,2016-09-06,2016-09-06,n,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000013512,숙박,헤이 서귀포,국문,헤이 서귀포,,제주특별자치도 서귀포시 서귀동 820-1,제주특별자치도 서귀포시 태평로 363,33.2464235,126.5602247,y,0,,272,,0,0,0,0,0,y,y,y,y,y,2022-06-15,y,,,y,m,m,y,,,y,,,2022-06-21,,,iamsunon,2022-06-15,iamsunon,2023-03-15,0,544,,,n,2022-06-15,2022-06-21,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000001460,음식점,대원가,국문,대원가,,제주특별자치도 제주시 도남동 62-1,제주특별자치도 제주시 도남로16길 15,33.491524,126.52702,y,5,,2501,,0,4,8,0,0,y,y,y,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-22,anonymous,2023-03-15,2,5022,9097045,63219,n,2016-08-22,2016-08-22,2016-08-22,2016-08-22,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000001468,음식점,육갑봉,국문,육갑봉,,제주특별자치도 제주시 아라2동 3008-5,제주특별자치도 제주시 신설로11길 2-9,33.49104,126.544846,y,,,1455,,0,0,1,0,0,y,y,y,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-22,anonymous,2023-03-15,0,2910,,63229,n,2016-08-22,2016-08-22,2016-08-22,2016-08-22,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000017488,기타,산방산과 용머리해안,국문,산방산과 용머리해안,,,,0,0,y,4,,254,,0,2,0,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-09-06,anonymous,2023-03-15,0,518,,,n,2016-09-06,2016-09-06,2016-09-06,2016-09-06,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000001477,음식점,제주슬로비,국문,제주슬로비,,제주특별자치도 제주시 애월읍 애월리 1587,제주특별자치도 제주시 애월읍 애원로 4,33.46403,126.31984,y,,,1221,,0,0,9,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-22,anonymous,2022-07-06,0,2442,,63043,n,2016-08-22,2016-08-22,2016-08-22,2016-08-22,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000500497,관광지,유건에오름,국문,유건에오름,,제주특별자치도 서귀포시 성산읍 난산리 2302,제주특별자치도 서귀포시 성산읍 난산리 2302,33.413593,126.84679,y,5,,3299,,2,1,4,0,0,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-05-30,anonymous,2023-03-15,0,6609,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,y,,y,,,,2022-11-29,,y,
CNTS_000000000021058,관광지,성읍승마장,국문,성읍승마장,,제주특별자치도 서귀포시 표선면 성읍리 2045-1,제주특별자치도 서귀포시 표선면 번영로 2650,33.398746,126.78733,y,,,4352,,0,0,18,0,0,y,y,y,y,y,2019-07-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-16,anonymous,2023-03-15,3,8704,,63624,n,2016-12-16,2016-12-16,2016-12-16,2016-12-16,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021523,관광지,위미리 동백나무군락,국문,위미리 동백나무군락,,제주특별자치도 서귀포시 남원읍 위미리 903-1,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,33.27326,126.675934,y,5,,43403,,1,18,178,0,0,y,y,y,y,y,2019-07-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-29,anonymous,2023-03-15,48,86899,,63610,n,2016-12-29,2016-12-29,2016-12-29,2016-12-29,y,n,n,n,61,,,,,,,,,,,,,,
CNTS_200000000013113,음식점,바램목장&카페,국문,바램목장&카페,,제주특별자치도 서귀포시 안덕면 동광리 259-3,제주특별자치도 서귀포시 안덕면 신화역사로 611,33.3115492,126.3526353,y,0,https://www.instagram.com/baalamb_jeju/,319,,0,0,3,0,0,y,y,y,y,y,2022-03-17,,,,m,m,m,,,,,,,,,,goeuncnd,2022-03-11,goeuncnd,2023-03-15,0,638,,,n,2022-03-11,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020625,숙박,나무사이로햇살이,국문,나무사이로햇살이,,제주특별자치도 제주시 구좌읍 송당리 1389-14,제주특별자치도 제주시 구좌읍 중산간동로 2281,33.471115,126.78624,y,3,,3689,,1,1,3,0,0,y,y,y,y,y,2019-06-26,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2023-03-15,1,7386,,63355,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020211,숙박,아프리카게스트하우스,국문,아프리카게스트하우스,,제주특별자치도 제주시 조천읍 신흥리 62-1,제주특별자치도 제주시 조천읍 신흥로2길 33,33.548946,126.65166,y,3,cafe.naver.com/africaguesthouse,1934,,0,1,2,0,0,y,y,y,y,y,2019-06-26,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-11-15,anonymous,2023-03-15,1,3873,3369025,63332,n,2016-11-15,2016-11-15,2016-11-15,2016-11-15,n,n,n,n,1,y,,y,,y,,y,,,,2022-10-19,,n,
CNTS_000000000020227,음식점,앨리스 카페,국문,앨리스 카페,,제주특별자치도 제주시 이도2동 1188-15,제주 제주시 서광로32길 36-1,33.49756,126.52962,y,4,,1885,,0,6,6,0,0,y,y,y,w,y,,y,y,y,w,w,w,y,y,y,y,y,y,,2018-06-20,,anonymous,2016-11-16,anonymous,2023-03-15,0,3800,,,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,7,y,,w,,y,,y,,,,2019-10-21,,y,
CNTS_000000000018140,숙박,호텔빠레브,국문,호텔빠레브,,제주특별자치도 서귀포시 강정동 173-4,제주특별자치도 서귀포시 김정문화로 23,33.2521531,126.5073796,y,,,2506,,1,0,2,0,0,y,y,y,y,y,2020-03-10,y,y,y,y,y,y,y,y,y,y,y,y,,2020-02-04,2020-02-04,anonymous,2016-09-29,anonymous,2023-03-14,0,5015,6759611,,n,2016-09-29,2016-09-29,2016-09-29,2016-09-29,y,n,y,y,,y,,y,,y,,y,,2020-02-04,,2020-02-04,,y,
CNTS_000000000018141,숙박,신라호텔제주,국문,신라호텔제주,,제주도 서귀포시 색달동 3039-3,제주도 서귀포시 중문관광로 72번길 75,33.24756,126.40812,y,5,,26101,,7,43,68,0,0,y,y,y,y,y,2020-03-09,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-09-29,anonymous,2023-03-15,12,52438,301723,,n,2016-09-29,2016-09-29,2016-09-29,2016-09-29,n,n,n,n,78,y,,y,,y,,y,,,,2022-06-10,,n,
CNTS_000000000018142,숙박,스위트호텔 제주,국문,스위트호텔 제주,,제주특별자치도 서귀포시 색달동 2812-10,제주특별자치도 서귀포시 중문관광로72번길 67,33.249291,126.4082711,y,5,,3519,,0,2,7,0,0,y,y,y,y,y,2019-06-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-09-29,anonymous,2023-03-15,4,7048,646088,,n,2016-09-29,2016-09-29,2016-09-29,2016-09-29,n,n,n,n,3,,,,,,,,,,,,,,
CONT_000000000500652,관광지,토끼섬,국문,토끼섬,,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 하도리,33.52437537,126.9028257,y,5,,13713,,1,2,53,0,0,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-05-30,anonymous,2023-03-15,3,27439,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,3,y,,y,,y,,y,,,,2022-12-01,,y,
CNTS_000000000018266,숙박,CS빌리지,국문,CS빌리지,,제주특별자치도 제주시 애월읍 신엄리 2758,제주특별자치도 제주시 애월읍 애월해안로 532-7,33.47845,126.36037,y,,,1543,,0,0,0,0,0,y,y,y,y,y,2019-06-26,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-05,anonymous,2023-03-15,0,3086,,63047,n,2016-10-05,2016-10-05,2016-10-05,2016-10-05,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022409,음식점,현경식당,국문,현경식당,,제주특별자치도 제주시 이도일동 1289-5,제주특별자치도 제주시 동광로1길 32,33.5032944,126.527915,y,,,884,,0,0,0,0,0,y,y,y,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-08-08,anonymous,2023-03-14,0,1768,8964820,,n,2017-08-08,2017-08-08,2017-08-08,2017-08-08,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022488,음식점,텍시아,국문,텍시아,,제주특별자치도 제주시 구좌읍 평대리 1958-4,제주특별자치도 제주시 구좌읍 평대2길 39-28,33.5355,126.838974,y,,,2194,,1,0,5,0,0,y,y,y,y,y,2019-10-21,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-21,2019-10-21,2019-10-21,anonymous,2017-08-16,anonymous,2023-03-13,1,4391,,63360,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,y,y,y,y,,y,,y,,y,,y,,2019-10-21,,2019-10-21,,y,
CNTS_000000000001057,음식점,다올터해장국,국문,다올터해장국,,제주특별자치도 서귀포시 동문동로 6,제주특별자치도 서귀포시 동문동로 6,33.249847,126.567444,y,4,,1133,,1,1,5,0,0,y,y,n,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-17,anonymous,2023-03-15,2,2274,9105483,,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022048,숙박,북마크하우스&카페,국문,북마크하우스&카페,,제주특별자치도 서귀포시 대정읍 일과리 1318-3,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,33.238735,126.23158,y,5,,1774,,0,1,1,0,0,y,y,y,y,y,2019-06-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-07-03,anonymous,2023-03-15,1,3553,,63504,n,2017-07-03,2017-07-03,2017-07-03,2017-07-03,n,n,n,n,4,,,,,,,,,,,,,,
CONT_000000000500434,관광지,엉또폭포,국문,엉또폭포,,제주특별자치도 서귀포시 강정동 5628,제주특별자치도 서귀포시 염돈로 121-8 (강정동),33.26835518,126.4999688,y,5,,28077,,5,24,231,0,4,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-05-30,anonymous,2023-03-15,23,56289,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,30,y,,y,,y,,y,,,,2022-11-29,,y,
CNTS_000000000018411,관광지,알작지해변,국문,알작지해변,,제주특별자치도 제주시 내도동 475,제주특별자치도 제주시 테우해안로 60,33.49593405,126.4391301,y,5,,17173,,5,13,106,0,0,y,y,y,y,y,2019-07-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-29,2019-07-29,2019-07-29,anonymous,2016-10-07,anonymous,2023-03-15,6,34426,,63074,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,y,y,y,15,y,,y,,y,,y,,2019-07-29,,2019-07-29,,y,
CNTS_000000000020284,음식점,도희네칼국수,국문,도희네칼국수,,제주특별자치도 서귀포시 안덕면 서광리 956-4,제주특별자치도 서귀포시 안덕면 중산간서로 1957,33.2896606,126.3148155,y,5,,3136,,0,2,12,0,0,y,y,y,y,y,2019-11-07,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-17,anonymous,2023-03-15,1,6282,,63643,n,2016-11-17,2016-11-17,2016-11-17,2016-11-17,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000022058,음식점,벨로인카페,국문,벨로인카페,,제주특별자치도 제주시 도두1동 2547,제주특별자치도 제주시 서해안로 150 (도두일동),33.503025,126.4655,y,5,,1014,,0,1,1,0,0,y,y,n,y,y,2019-10-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-07-04,anonymous,2023-03-15,1,2033,,,n,2017-07-04,2017-07-04,2017-07-04,2017-07-04,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000022106,숙박,플라마 펜션,국문,플라마 펜션,,제주특별자치도 제주시 한림읍 한림리 261,제주특별자치도 제주시 한림읍 장원길 34-29,33.41297,126.279,y,,,1152,,0,0,0,0,0,y,y,y,y,y,2019-06-21,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-07-07,anonymous,2023-03-15,0,2304,8691342,63027,n,2017-07-07,2017-07-07,2017-07-07,2017-07-07,n,n,n,n,,y,,y,,y,,y,,,,2022-11-02,,n,
CNTS_000000000018399,음식점,알라스카인제주,국문,알라스카인제주,,제주특별자치도 제주시 조천읍 신북로 572,제주특별자치도 제주시 조천읍 신북로 572,33.5401,126.67042,y,5,,2232,,0,3,7,0,0,y,y,n,y,y,2018-12-11,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-10-07,anonymous,2023-03-15,0,4479,8938782,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,3,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018400,음식점,명랑스낵,국문,명랑스낵,,제주특별자치도 제주시 한림읍 한림리 1479-4,제주특별자치도 제주시 한림읍 한림로 585,33.409283,126.258835,y,4,"https://www.instagram.com/cheerful_snack/, https://www.facebook.com/CheerfulSnack",19457,,13,20,207,0,0,y,y,y,y,y,2019-10-01,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-01,2019-10-01,2019-10-01,anonymous,2016-10-07,anonymous,2023-03-15,10,39053,9380251,63032,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,y,y,y,34,y,,y,,y,,y,,2019-10-01,,2019-10-01,,y,
CNTS_000000000001121,음식점,부두식당 (모슬포),국문,부두식당 (모슬포),,제주특별자치도 서귀포시 대정읍 하모리 770-9,제주특별자치도 서귀포시 대정읍 하모항구로 62,33.218906,126.25106,y,5,https://www.instagram.com/jeju_boodoo/,10443,,4,5,38,0,0,y,y,y,y,y,2019-10-01,y,y,y,y,m,y,y,y,y,y,y,y,2019-12-09,,2019-10-01,anonymous,2016-08-17,anonymous,2023-03-15,3,20923,8775893,63506,n,2016-08-17,2019-12-09,2016-08-17,2018-11-22,y,y,n,y,7,,,,,,,,,,,,,,
CNTS_000000000021206,음식점,연우네,국문,연우네,,제주특별자치도 제주시 노형동 139-3,제주특별자치도 제주시 은수길 110,33.466785,126.48782,y,5,,2107,,0,1,4,0,0,y,y,y,y,y,2019-10-01,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-22,anonymous,2023-03-15,1,4219,9201240,63091,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000021028,관광지,온평리 포구,국문,온평리 포구,,제주특별자치도 서귀포시 성산읍 온평리,제주특별자치도 서귀포시 성산읍 온평리,33.40161,126.90301,y,4,,3787,,1,1,9,0,0,y,y,y,y,y,2019-07-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-15,anonymous,2023-03-15,0,7582,,,n,2016-12-15,2016-12-15,2016-12-15,2016-12-15,y,n,n,n,4,,,,,,,,,,,,,,
CONT_000000000500822,숙박,다노이커플펜션,국문,다노이커플펜션,,제주특별자치도 제주시 구좌읍 동복리 1493-1,제주특별자치도 제주시 구좌읍 동복로 51,33.5531955,126.7117668,y,,www.danoi.co.kr,2614,,1,0,0,0,0,y,y,y,y,y,2019-07-19,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-19,2019-07-19,2019-07-19,anonymous,2016-05-30,anonymous,2023-03-15,0,5231,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,,,2022-12-02,,y,
CNTS_000000000022490,숙박,엠버리조트,국문,엠버리조트,,제주특별자치도 제주시 노형동 310-2,제주특별자치도 제주시 1100로 2671-51,33.423725,126.48906,y,,,1669,,0,0,0,0,0,y,y,y,y,y,2019-06-19,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-08-16,anonymous,2023-03-14,3,3338,11952186,63078,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,y,,y,,,,2022-11-07,,n,
CNTS_000000000022492,음식점,경주네횟집,국문,경주네횟집,,제주특별자치도 제주시 연동 265-3,제주특별자치도 제주시 연동6길 28,33.483482,126.489006,y,,,1806,,0,0,1,0,0,y,y,n,y,y,2019-11-12,y,y,y,y,y,y,n,n,n,y,y,y,2019-11-12,2019-11-12,2019-11-12,anonymous,2017-08-16,anonymous,2023-01-04,0,3612,,63137,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,y,y,y,y,,y,,y,,n,,y,,,,2023-01-04,,y,
CNTS_000000000022493,숙박,달빛고운펜션,국문,달빛고운펜션,,제주특별자치도 제주시 구좌읍 월정리 2-1,제주특별자치도 제주시 구좌읍 월정7길 52-1,33.555317,126.79638,y,,http://blog.naver.com/syko1020,1278,,0,0,0,0,0,y,y,y,y,y,2019-06-21,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-08-16,anonymous,2023-03-14,0,2556,,63358,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,y,,y,,,,2022-11-07,,n,
CNTS_000000000020116,음식점,만민식당,국문,만민식당,,제주특별자치도 제주시 한림읍 동명리 138-3,제주특별자치도 제주시 한림읍 중산간서로 4618-1,33.3839454,126.2843175,y,5,,4694,,0,1,13,0,0,y,y,y,y,y,2020-02-21,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-02,2019-10-02,2019-10-02,anonymous,2016-11-09,anonymous,2023-03-15,6,9393,,63028,n,2016-11-09,2016-11-09,2016-11-09,2016-11-09,y,y,y,y,1,y,,y,,y,,y,,2019-10-02,,2019-10-02,,y,
CNTS_000000000020118,음식점,바다를본돼지(판포점),국문,바다를본돼지(판포점),,제주특별자치도 제주시 한경면 판포리 2881-4,제주특별자치도 제주시 한경면 판포1길 16,33.3656791,126.1979116,y,5,https://www.instagram.com/hongym82/,6700,,1,5,41,0,1,y,y,y,y,y,2019-10-02,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-02,2019-10-02,2019-10-02,anonymous,2016-11-09,anonymous,2023-03-15,2,13428,9155009,63003,n,2016-11-09,2016-11-09,2016-11-09,2016-11-09,y,y,y,y,10,y,,y,,y,,y,,2019-10-02,,2019-10-02,,y,
CNTS_000000000020951,숙박,스토리인제주게스트하우스,국문,스토리인제주게스트하우스,,제주특별자치도 제주시 이도일동 1387-3,제주특별자치도 제주시 중앙로12길 5,33.5118057,126.5239394,y,,,2556,,1,0,2,0,0,y,y,y,y,y,2019-12-13,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-12-14,anonymous,2023-03-15,3,5115,12551125,,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000500960,숙박,아쿠아뷰티크,국문,아쿠아뷰티크,,제주특별자치도 제주시 구좌읍 행원리 1515-4,제주특별자치도 제주시 구좌읍 해맞이해안로 526,33.5291668,126.8538817,y,,www.aquabeautique.com,2790,,1,0,3,0,0,y,y,y,y,y,2019-12-13,y,y,y,y,y,y,y,y,y,y,y,y,2019-12-13,2019-12-13,2019-12-13,anonymous,2016-05-30,anonymous,2023-03-15,1,5583,7269064,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-12-13,,2019-12-13,,y,
CONT_000000000500484,관광지,웃세오름(누운오름),국문,웃세오름(누운오름),,제주특별자치도 제주시 애월읍 광령리 산 183-4,제주특별자치도 제주시 애월읍 1100로 1579-25,33.35865267,126.4607188,y,,,4223,,1,0,5,0,0,y,y,y,y,y,2019-07-30,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-30,2019-07-30,2019-07-30,anonymous,2016-05-30,anonymous,2023-03-14,0,8449,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,,,2022-11-29,,y,
CNTS_200000000014171,음식점,한라마테우리,국문,한라마테우리,,제주특별자치도 제주시 화북일동 4721-24,제주특별자치도 제주시 일주동로 102,33.5151364,126.5581849,n,0,@hallama_jeju,81,,0,0,0,0,0,y,y,y,y,y,2022-12-19,,,,m,m,m,,,,,,,,,,olaolab02,2022-12-02,olaolab02,2023-03-14,0,162,,,n,2022-12-02,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000500586,관광지,제지기오름,국문,제지기오름,,제주특별자치도 서귀포시 보목동 275-1,제주특별자치도 서귀포시 보목동 275-1,33.242226,126.609375,y,4,,8848,,1,4,14,0,0,y,y,y,y,y,2019-09-03,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-03,2019-09-03,2019-09-03,anonymous,2016-05-30,anonymous,2023-03-15,1,17719,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,6,y,,y,,y,,y,,,,2022-11-30,,y,
CNTS_000000000001213,음식점,연미정,국문,연미정,,제주 제주시 구좌읍 세화리 3648-4,제주특별자치도 제주시 세평항로 14,33.524647,126.85387,y,4,,5594,,4,9,59,0,0,y,y,y,y,y,2019-11-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2023-03-15,5,11245,9196581,,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,y,n,n,n,6,,,,,,,,,,,,,,
