"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"2018","3","A","골목상권","1000081","한강대로62길","16014","10466","5548","17","1888","4101","4912","3721","1375","5","871","2521","3590","2580","899","12","1017","1580","1322","1141","476"
"2018","3","A","골목상권","1000279","삼선교로10다길","2218","1094","1124","7","470","503","542","451","245","3","168","233","282","244","164","4","302","270","260","207","81"
"2018","3","A","골목상권","1000320","도봉로13길","1682","719","963","6","287","373","421","381","214","4","76","161","179","168","131","2","211","212","242","213","83"
"2018","3","A","골목상권","1000078","한강대로15길","13905","7372","6533","46","5237","3067","2301","1750","1504","15","2012","1583","1621","1089","1052","31","3225","1484","680","661","452"
"2018","3","A","골목상권","1000497","월드컵로10길","12516","6638","5878","66","2621","3274","2730","1965","1860","28","1072","1707","1591","955","1285","38","1549","1567","1139","1010","575"
"2018","3","A","골목상권","1000696","대림로44길","5890","3613","2277","13","593","1297","1511","1428","1048","8","282","883","1059","841","540","5","311","414","452","587","508"
"2018","3","A","골목상권","1000695","대림로34길","6711","4011","2700","20","903","1574","1777","1495","942","11","354","980","1134","877","655","9","549","594","643","618","287"
"2018","3","A","골목상권","1000783","관악로30길","1944","873","1071","6","265","425","512","398","338","3","99","197","216","184","174","3","166","228","296","214","164"
"2018","3","A","골목상권","1000782","관악로28길","1574","730","844","6","204","340","420","331","273","3","78","161","180","160","148","3","126","179","240","171","125"
"2018","3","A","골목상권","1000832","중앙길","4127","1863","2264","9","652","905","1018","838","705","6","186","378","490","425","378","3","466","527","528","413","327"
"2018","3","A","골목상권","1000789","난곡로24길","631","278","353","0","67","123","212","176","53","0","12","43","96","91","36","0","55","80","116","85","17"
"2018","3","A","골목상권","1000842","원신길","558","190","368","0","71","146","123","140","78","0","10","44","44","52","40","0","61","102","79","88","38"
"2018","3","A","골목상권","1000370","방학로15길","1305","621","684","0","135","267","336","356","211","0","37","93","162","163","166","0","98","174","174","193","45"
"2018","3","A","골목상권","1000098","무수막길","1094","435","659","3","150","260","278","261","142","0","42","104","94","108","87","3","108","156","184","153","55"
"2018","3","A","골목상권","1000126","한림말길","1715","761","954","5","343","399","405","345","218","0","112","151","174","181","143","5","231","248","231","164","75"
"2018","3","A","골목상권","1000089","금호산2길","1127","540","587","0","140","235","278","278","196","0","46","116","147","121","110","0","94","119","131","157","86"
"2018","3","A","골목상권","1000453","통일로11길","1322","523","799","2","148","316","370","354","132","1","29","105","152","159","77","1","119","211","218","195","55"
"2018","3","A","골목상권","1000436","독립문로8길","3270","1727","1543","8","417","736","955","784","370","3","154","352","542","442","234","5","263","384","413","342","136"
"2018","3","A","골목상권","1000157","용마산로3길","4209","2280","1929","18","554","941","1060","957","679","8","228","502","540","515","487","10","326","439","520","442","192"
"2018","3","A","골목상권","1000144","뚝섬로23길","3797","2204","1593","15","661","888","850","736","647","8","305","536","456","396","503","7","356","352","394","340","144"
"2018","3","A","골목상권","1000143","동일로24길","5726","3578","2148","20","925","1331","1465","1243","742","6","444","898","981","734","515","14","481","433","484","509","227"
"2018","3","A","골목상권","1000017","종로24길","11993","7008","4985","37","1382","2534","2794","2876","2370","15","569","1430","1702","1694","1598","22","813","1104","1092","1182","772"
"2018","3","A","골목상권","1000140","능동로3길","1716","922","794","8","194","290","350","385","489","4","69","133","143","186","387","4","125","157","207","199","102"
"2018","3","A","골목상권","1000128","광나루로24길","3067","1465","1602","9","623","823","775","594","243","4","244","353","376","314","174","5","379","470","399","280","69"
"2018","3","A","골목상권","1000233","동일로139가길","3739","2350","1389","5","400","777","851","840","866","3","212","482","545","519","589","2","188","295","306","321","277"
"2018","3","A","골목상권","1000236","동일로149길","2820","1802","1018","0","313","619","630","600","658","0","173","391","396","389","453","0","140","228","234","211","205"
"2018","3","A","골목상권","1000238","동일로163길","2445","1506","939","3","329","621","632","625","235","1","157","379","393","437","139","2","172","242","239","188","96"
"2018","3","A","골목상권","1000289","인촌로17가길","4175","1660","2515","6","999","1335","1022","637","176","2","226","446","516","349","121","4","773","889","506","288","55"
"2018","3","A","골목상권","1000264","돌곶이로27길","1831","957","874","2","194","366","453","415","401","0","68","177","210","211","291","2","126","189","243","204","110"
"2018","3","A","골목상권","1000290","인촌로1길","7054","4045","3009","17","800","1520","1687","1826","1204","5","346","810","973","1161","750","12","454","710","714","665","454"
"2018","3","A","골목상권","1000332","삼양로54길","1369","638","731","1","118","224","354","407","265","0","34","101","171","180","152","1","84","123","183","227","113"
"2018","3","A","골목상권","1000291","개운사길","7671","3753","3918","15","1363","2431","1958","1404","500","4","356","966","1116","938","373","11","1007","1465","842","466","127"
"2018","3","A","골목상권","1000183","무학로45길","4250","2454","1796","9","689","1103","1097","769","583","4","281","589","687","490","403","5","408","514","410","279","180"
"2018","3","A","골목상권","1000478","모래내로7길","1375","699","676","1","144","268","348","360","254","0","40","117","186","201","155","1","104","151","162","159","99"
"2018","3","A","골목상권","1000455","통일로39길","1324","493","831","1","212","278","302","290","241","1","49","103","108","126","106","0","163","175","194","164","135"
"2018","3","A","골목상권","1000310","화랑로14길","3515","2039","1476","10","686","1043","787","614","375","2","330","673","434","355","245","8","356","370","353","259","130"
"2018","3","A","골목상권","1000340","오패산로30길","998","394","604","2","130","202","315","221","128","1","46","67","119","94","67","1","84","135","196","127","61"
"2018","3","A","골목상권","1000326","도봉로99길","2293","1044","1249","3","440","491","556","546","257","0","111","242","272","275","144","3","329","249","284","271","113"
"2018","3","A","골목상권","1000449","증가로23나길","2271","1067","1204","5","238","406","562","637","423","3","88","182","229","303","262","2","150","224","333","334","161"
"2018","3","A","골목상권","1000463","독막로22길","2683","1427","1256","12","479","792","641","475","284","8","178","401","385","273","182","4","301","391","256","202","102"
"2018","3","A","골목상권","1000456","홍연길","1502","881","621","0","131","238","354","447","332","0","46","126","188","281","240","0","85","112","166","166","92"
"2018","3","A","골목상권","1000480","백범로16길","38317","22289","16028","188","5819","8372","8952","11783","3203","68","2377","4620","4978","8017","2229","120","3442","3752","3974","3766","974"
"2018","3","A","골목상권","1000686","경인로90길","20982","10921","10061","88","4231","6492","5575","2839","1757","34","1570","3295","3071","1744","1207","54","2661","3197","2504","1095","550"
"2018","3","A","골목상권","1000818","신림로38길","584","274","310","0","54","125","148","144","113","0","14","68","69","66","57","0","40","57","79","78","56"
"2018","3","A","골목상권","1000170","난계로30길","15916","8172","7744","77","1757","3154","4038","3891","2999","46","777","1856","2004","1769","1720","31","980","1298","2034","2122","1279"
"2018","3","A","골목상권","1000933","일원로3길","3234","1862","1372","4","267","626","802","845","690","2","112","369","490","479","410","2","155","257","312","366","280"
"2018","3","A","골목상권","1000387","한글비석로24길","2224","961","1263","4","179","356","517","655","513","1","48","187","225","263","237","3","131","169","292","392","276"
"2018","3","A","골목상권","1000198","장한로26길","2135","1077","1058","8","309","455","532","480","351","3","88","220","277","257","232","5","221","235","255","223","119"
"2018","3","A","골목상권","1000156","용마산로21길","3130","1561","1569","5","310","625","776","917","497","2","85","299","374","486","315","3","225","326","402","431","182"
"2018","3","A","골목상권","1000321","도봉로18길","1199","489","710","5","127","260","350","301","156","2","35","101","147","113","91","3","92","159","203","188","65"
"2018","3","A","골목상권","1000262","돌곶이로14길","1420","735","685","7","154","371","377","305","206","1","46","218","210","160","100","6","108","153","167","145","106"
"2018","3","A","골목상권","1000817","신림로28길","2177","1041","1136","3","194","376","515","599","490","2","59","190","242","261","287","1","135","186","273","338","203"
"2018","3","A","골목상권","1000918","삼성로147길","11468","5259","6209","34","2984","3759","2539","1319","833","5","903","1762","1333","723","533","29","2081","1997","1206","596","300"
"2018","3","A","골목상권","1000135","긴고랑로8길","6324","3786","2538","22","988","1363","1247","1390","1314","10","516","957","724","640","939","12","472","406","523","750","375"
"2018","3","A","골목상권","1000425","증산로21길","2169","1056","1113","3","219","390","540","585","432","2","76","187","250","290","251","1","143","203","290","295","181"
"2018","3","A","골목상권","1000413","은평로13길","7999","3879","4120","10","711","1473","1868","2031","1906","5","278","667","898","1079","952","5","433","806","970","952","954"
"2018","3","A","골목상권","1000411","연서로5길","2381","1311","1070","3","210","390","552","638","588","0","90","191","288","351","391","3","120","199","264","287","197"
"2018","3","A","골목상권","1000534","신월로15길","3158","1811","1347","5","227","422","706","950","848","4","92","206","304","561","644","1","135","216","402","389","204"
"2018","3","A","골목상권","1000507","가로공원로58길","2670","1554","1116","4","220","549","636","796","465","3","58","268","345","510","370","1","162","281","291","286","95"
"2018","3","A","골목상권","1000509","곰달래로2길","3097","2122","975","9","221","384","736","1077","670","8","106","249","478","758","523","1","115","135","258","319","147"
"2018","3","A","골목상권","1000407","연서로33길","2063","703","1360","10","357","400","510","413","373","7","84","133","170","143","166","3","273","267","340","270","207"
"2018","3","A","골목상권","1000515","남부순환로70길","3380","2227","1153","6","192","380","743","1168","891","6","87","231","415","786","702","0","105","149","328","382","189"
"2018","3","A","골목상권","1000538","오목로3길","3692","2519","1173","5","234","487","716","1200","1050","3","109","315","395","826","871","2","125","172","321","374","179"
"2018","3","A","골목상권","1000549","지양로7길","1576","914","662","1","78","195","413","581","308","1","24","92","203","366","228","0","54","103","210","215","80"
"2018","3","A","골목상권","1000522","목동로9길","5321","2710","2611","15","567","1059","1322","1298","1060","7","190","480","689","659","685","8","377","579","633","639","375"
"2018","3","A","골목상권","1000521","목동로19길","7679","4136","3543","18","730","1429","1745","1748","2009","8","202","612","904","894","1516","10","528","817","841","854","493"
"2018","3","A","골목상권","1000561","강서로47길","2931","1108","1823","9","402","665","788","742","325","3","62","224","290","324","205","6","340","441","498","418","120"
"2018","3","A","골목상권","1000410","연서로41길","1381","730","651","3","148","343","417","350","120","3","67","199","202","194","65","0","81","144","215","156","55"
"2018","3","A","골목상권","1000585","등촌로39길","1497","614","883","4","128","249","317","374","425","4","37","100","142","147","184","0","91","149","175","227","241"
"2018","3","A","골목상권","1000588","등촌로5길","1874","961","913","3","179","371","488","494","339","0","61","186","255","253","206","3","118","185","233","241","133"
"2018","3","A","골목상권","1000550","화곡로3길","1710","767","943","1","199","363","507","457","183","1","53","144","228","209","132","0","146","219","279","248","51"
"2018","3","A","골목상권","1000448","증가로20가길","1572","738","834","6","177","296","440","394","259","3","56","110","171","205","193","3","121","186","269","189","66"
"2018","3","A","골목상권","1000632","구로동로8길","5042","2193","2849","1","1186","1840","1175","612","228","0","290","902","630","239","132","1","896","938","545","373","96"
"2018","3","A","골목상권","1000641","도림로6길","3827","2301","1526","11","663","1005","964","730","454","5","286","629","589","465","327","6","377","376","375","265","127"
"2018","3","A","골목상권","1000565","강서로5라길","2875","1508","1367","6","333","715","755","700","366","3","160","435","386","298","226","3","173","280","369","402","140"
"2018","3","A","골목상권","1000623","고척로27다길","1208","492","716","1","92","247","348","382","138","1","24","89","113","177","88","0","68","158","235","205","50"
"2018","3","A","골목상권","1000590","방화대로6라길","6133","4437","1696","11","797","1289","2046","1328","662","4","575","941","1519","943","455","7","222","348","527","385","207"
"2018","3","A","골목상권","1000629","구로동로41길","979","527","452","0","125","234","273","220","127","0","61","130","143","107","86","0","64","104","130","113","41"
"2018","3","A","골목상권","1000600","초록마을로3길","2636","1715","921","4","227","443","623","626","713","4","94","247","387","403","580","0","133","196","236","223","133"
"2018","3","A","골목상권","1000627","구로동로28길","6247","2939","3308","6","1297","1848","1390","1189","517","1","327","825","723","716","347","5","970","1023","667","473","170"
"2018","3","A","골목상권","1000609","개봉로11길","5496","2765","2731","2","296","440","639","912","3207","1","108","178","266","356","1856","1","188","262","373","556","1351"
"2018","3","A","골목상권","1000835","청림3길","2054","930","1124","6","278","444","561","441","324","3","100","207","248","197","175","3","178","237","313","244","149"
"2018","3","A","골목상권","1000746","만양로8길","2587","1348","1239","5","262","513","711","660","436","1","97","283","394","341","232","4","165","230","317","319","204"
"2018","3","A","골목상권","1000581","국회대로7길","3847","1762","2085","7","481","889","1011","899","560","2","154","418","490","374","324","5","327","471","521","525","236"
"2018","3","A","골목상권","1000592","양천로24가길","3211","1727","1484","4","346","746","851","747","517","2","160","457","488","346","274","2","186","289","363","401","243"
"2018","3","A","골목상권","1000652","중앙로15길","1855","992","863","7","192","340","469","472","375","0","83","176","209","253","271","7","109","164","260","219","104"
"2018","3","A","골목상권","1000661","독산로40길","819","241","578","1","83","121","224","277","113","1","22","35","69","74","40","0","61","86","155","203","73"
"2018","3","A","골목상권","1000630","구로동로42길","6980","3612","3368","21","751","1558","1451","1513","1686","15","352","857","798","919","671","6","399","701","653","594","1015"
"2018","3","A","골목상권","1000851","논현로1길","11399","6922","4477","37","1242","2617","2956","2623","1924","25","618","1596","1813","1582","1288","12","624","1021","1143","1041","636"
"2018","3","A","골목상권","1000634","구로중앙로28길","17022","10849","6173","18","1941","4076","4007","3718","3262","9","1204","2938","2807","2225","1666","9","737","1138","1200","1493","1596"
"2018","3","A","골목상권","1000658","금하로24길","1889","1017","872","4","122","292","532","646","293","2","37","116","258","399","205","2","85","176","274","247","88"
"2018","3","A","골목상권","1000674","시흥대로150길","3293","1668","1625","4","388","632","825","913","531","3","111","303","432","473","346","1","277","329","393","440","185"
"2018","3","A","골목상권","1000795","남부순환로142길","5732","3829","1903","4","450","985","904","1000","2389","1","198","612","577","625","1816","3","252","373","327","375","573"
"2018","3","A","골목상권","1000830","조원로18길","5248","3524","1724","1","392","916","814","871","2254","1","173","568","513","541","1728","0","219","348","301","330","526"
"2018","3","A","골목상권","1000733","국사봉1길","1625","663","962","4","160","344","427","402","288","4","61","166","187","126","119","0","99","178","240","276","169"
"2018","3","A","골목상권","1000171","답십리로23길","2952","2076","876","0","492","795","842","569","254","0","345","608","603","372","148","0","147","187","239","197","106"
"2018","3","A","골목상권","1000852","논현로27길","37403","25947","11456","91","6069","11247","9211","6284","4501","55","3272","7817","7047","4646","3110","36","2797","3430","2164","1638","1391"
"2018","3","A","골목상권","1000754","사당로2차길","1313","714","599","4","167","233","333","339","237","3","71","101","174","197","168","1","96","132","159","142","69"
"2018","3","A","골목상권","1000786","구암길","1336","481","855","1","171","263","349","335","217","1","30","85","116","119","130","0","141","178","233","216","87"
"2018","3","A","골목상권","1000814","승방길","4663","2234","2429","11","659","972","1226","1376","419","9","330","589","571","456","279","2","329","383","655","920","140"
"2018","3","A","골목상권","1000740","동작대로29길","3169","1400","1769","12","405","617","672","786","677","4","113","283","322","329","349","8","292","334","350","457","328"
"2018","3","A","골목상권","1000768","신대방길","4986","2708","2278","9","1112","1338","1167","860","500","4","394","767","689","490","364","5","718","571","478","370","136"
"2018","3","A","골목상권","1000698","대림로8길","4338","2144","2194","1","962","1311","977","729","358","0","269","696","543","425","211","1","693","615","434","304","147"
"2018","3","A","골목상권","1000697","대림로7길","4745","2960","1785","5","777","1614","1229","705","415","1","400","1076","747","466","270","4","377","538","482","239","145"
"2018","3","A","골목상권","1000856","동산로10길","8463","5316","3147","28","1027","2028","2122","1919","1339","21","530","1280","1373","1220","892","7","497","748","749","699","447"
"2018","3","A","골목상권","1000853","동광로12길","12071","6596","5475","48","1614","2634","2794","2554","2427","23","616","1439","1594","1347","1577","25","998","1195","1200","1207","850"
"2018","3","A","골목상권","1000899","논현로159길","14893","6190","8703","88","4272","4886","3039","1591","1017","30","1095","2154","1543","750","618","58","3177","2732","1496","841","399"
"2018","3","A","골목상권","1000910","도산대로81길","16151","5759","10392","83","5638","5999","2816","1059","556","13","1411","2241","1276","489","329","70","4227","3758","1540","570","227"
"2018","3","A","골목상권","1000923","삼성로75길","29081","18565","10516","61","4810","9013","8396","4665","2136","24","2201","5590","5823","3370","1557","37","2609","3423","2573","1295","579"
"2018","3","A","골목상권","1000862","방배로18길","9605","5636","3969","48","2317","2879","2083","1171","1107","27","948","1741","1372","678","870","21","1369","1138","711","493","237"
"2018","3","A","골목상권","1000879","청두곶길","15010","8109","6901","45","2173","3595","3339","3569","2289","9","967","2272","2055","1603","1203","36","1206","1323","1284","1966","1086"
"2018","3","A","골목상권","1000218","휘경로14길","1589","730","859","7","245","315","355","339","328","4","68","158","175","159","166","3","177","157","180","180","162"
"2018","3","A","골목상권","1000476","망원로2길","2741","1520","1221","4","429","727","713","568","300","3","183","415","415","293","211","1","246","312","298","275","89"
"2018","3","A","골목상권","1000952","백제고분로46길","5865","3582","2283","9","683","1311","1409","1399","1054","6","312","844","912","776","732","3","371","467","497","623","322"
"2018","3","A","골목상권","1000184","사가정로13길","2759","1315","1444","2","299","705","733","698","322","0","89","242","377","390","217","2","210","463","356","308","105"
"2018","3","A","골목상권","1000179","망우로18가길","3095","1239","1856","8","614","769","691","633","380","2","163","336","282","211","245","6","451","433","409","422","135"
"2018","3","A","골목상권","1000188","서울시립대로29길","1702","846","856","5","242","409","429","416","201","2","94","202","238","192","118","3","148","207","191","224","83"
"2018","3","A","골목상권","1000138","능동로19길","3392","1653","1739","12","679","872","857","673","299","4","280","397","427","339","206","8","399","475","430","334","93"
"2018","3","A","골목상권","1000222","겸재로29길","4122","2325","1797","16","520","978","1200","894","514","5","246","647","635","453","339","11","274","331","565","441","175"
"2018","3","A","골목상권","1000249","봉우재로33길","4907","2808","2099","16","707","1114","1252","1088","730","4","311","697","642","601","553","12","396","417","610","487","177"
"2018","3","A","골목상권","1000278","삼선교로10길","1466","729","737","2","198","331","379","328","228","2","77","182","181","150","137","0","121","149","198","178","91"
"2018","3","A","골목상권","1000308","한천로76길","2890","1692","1198","5","218","373","569","613","1112","2","62","170","306","329","823","3","156","203","263","284","289"
"2018","3","A","골목상권","1000186","사가정로2길","3860","2144","1716","7","428","803","1011","824","787","5","204","460","509","430","536","2","224","343","502","394","251"
"2018","3","A","골목상권","1000021","창경궁로35길","3045","1228","1817","4","518","823","903","524","273","0","120","308","347","249","204","4","398","515","556","275","69"
"2018","3","A","골목상권","1000282","성북로8길","3554","1692","1862","24","566","850","1019","762","333","10","200","424","497","370","191","14","366","426","522","392","142"
"2018","3","A","골목상권","1000369","방학로10길","1670","636","1034","1","151","307","422","462","327","0","43","129","165","149","150","1","108","178","257","313","177"
"2018","3","A","골목상권","1000974","동남로65길","2695","928","1767","2","555","819","595","496","228","2","108","264","200","216","138","0","447","555","395","280","90"
"2018","3","A","골목상권","1000356","도당로13바길","1349","559","790","1","130","284","374","387","173","0","55","131","155","137","81","1","75","153","219","250","92"
"2018","3","A","골목상권","1000986","양재대로101길","8647","4540","4107","22","1387","1996","1824","1503","1915","11","460","981","1053","771","1264","11","927","1015","771","732","651"
"2018","3","A","골목상권","1001003","천호대로162길","4485","2544","1941","14","576","1203","1180","890","622","5","254","801","718","441","325","9","322","402","462","449","297"
"2018","3","A","골목상권","1000190","약령시로17길","3412","2142","1270","17","485","720","781","803","606","11","274","488","510","475","384","6","211","232","271","328","222"
"2018","3","A","골목상권","1000995","올림픽로77길","5500","2704","2796","14","1043","1280","1160","987","1016","2","318","677","602","439","666","12","725","603","558","548","350"
"2018","3","A","골목상권","1000012","옥인길","1538","763","775","0","227","415","412","311","173","0","87","198","209","165","104","0","140","217","203","146","69"
"2018","3","A","골목상권","1000462","도화길","26843","15869","10974","139","4794","6832","6510","5636","2932","50","2300","4174","4297","3168","1880","89","2494","2658","2213","2468","1052"
"2018","3","A","골목상권","1000056","두텁바위로1길","22686","11780","10906","377","5167","6502","5560","3576","1504","147","2247","3650","3146","1661","929","230","2920","2852","2414","1915","575"
"2018","3","A","골목상권","1000054","녹사평대로46길","3795","2584","1211","13","775","1262","962","535","248","1","437","903","717","344","182","12","338","359","245","191","66"
"2018","3","A","골목상권","1000072","장문로45길","967","507","460","0","104","176","222","261","204","0","32","71","113","153","138","0","72","105","109","108","66"
"2018","3","A","골목상권","1000073","청파로47길","18020","8136","9884","361","4680","5304","4276","2625","774","144","1843","2575","2007","1062","505","217","2837","2729","2269","1563","269"
"2018","3","A","골목상권","1000124","청계천로10나길","12220","8079","4141","23","1309","2643","3036","3389","1820","17","713","1759","2179","2228","1183","6","596","884","857","1161","637"
"2018","3","A","골목상권","1000118","왕십리로26길","11028","6060","4968","27","1662","2454","2695","2655","1535","15","572","1321","1633","1658","861","12","1090","1133","1062","997","674"
"2018","3","A","골목상권","1000224","겸재로54길","2545","1275","1270","7","233","389","612","765","539","3","76","177","314","371","334","4","157","212","298","394","205"
"2018","3","A","골목상권","1000059","서빙고로71길","3102","2052","1050","14","463","860","875","470","420","8","251","523","592","338","340","6","212","337","283","132","80"
"2018","3","A","골목상권","1000132","광나루로52길","10878","6083","4795","16","940","1969","2969","3347","1637","10","465","1189","1822","1757","840","6","475","780","1147","1590","797"
"2018","3","A","골목상권","1000131","광나루로40길","2479","1494","985","1","250","452","598","711","467","0","89","248","367","463","327","1","161","204","231","248","140"
"2018","3","A","골목상권","1000344","인수봉로72길","1444","701","743","2","141","262","379","396","264","2","53","124","194","178","150","0","88","138","185","218","114"
"2018","3","A","골목상권","1000283","솔샘로6길","1204","668","536","2","139","182","289","346","246","1","43","101","151","207","165","1","96","81","138","139","81"
"2018","3","A","골목상권","1000311","화랑로19길","1920","1027","893","2","208","434","531","437","308","0","91","204","284","218","230","2","117","230","247","219","78"
"2018","3","A","골목상권","1000079","한강대로43길","28361","17764","10597","90","8001","9135","6420","3234","1481","37","3552","5967","4909","2314","985","53","4449","3168","1511","920","496"
"2018","3","A","골목상권","1000147","뚝섬로54길","1273","600","673","0","92","249","336","322","274","0","32","109","147","147","165","0","60","140","189","175","109"
"2018","3","A","골목상권","1000323","도봉로67길","1382","594","788","0","190","236","323","345","288","0","58","81","130","149","176","0","132","155","193","196","112"
"2018","3","A","골목상권","1000067","원효로53길","7424","4982","2442","45","962","2333","2142","1166","776","28","563","1662","1477","766","486","17","399","671","665","400","290"
"2018","3","A","골목상권","1000704","도신로29길","1065","525","540","2","111","209","286","260","197","1","34","96","143","125","126","1","77","113","143","135","71"
"2018","3","A","골목상권","1000699","도림로112길","1371","705","666","3","147","285","360","334","242","2","49","136","191","168","159","1","98","149","169","166","83"
"2018","3","A","골목상권","1000483","성미산로32길","3511","1982","1529","15","738","1020","848","575","315","7","356","603","482","326","208","8","382","417","366","249","107"
"2018","3","A","골목상권","1000691","당산로46길","13918","8767","5151","61","1400","2616","3093","3310","3438","33","708","1736","2027","1961","2302","28","692","880","1066","1349","1136"
"2018","3","A","골목상권","1000065","원효로19길","18748","12036","6712","99","5688","4836","3985","2335","1805","58","2587","3309","3077","1820","1185","41","3101","1527","908","515","620"
"2018","3","A","골목상권","1000237","동일로157길","3991","2414","1577","4","449","858","943","901","836","1","211","518","563","562","559","3","238","340","380","339","277"
"2018","3","A","골목상권","1000209","천호대로12길","15131","9069","6062","71","1939","3707","4316","3154","1944","40","1017","2457","2576","1752","1227","31","922","1250","1740","1402","717"
"2018","3","A","골목상권","1000101","무학봉길","967","387","580","2","115","234","239","217","160","2","26","79","104","92","84","0","89","155","135","125","76"
"2018","3","A","골목상권","1000117","왕십리로21길","3584","1947","1637","12","418","781","932","947","494","6","139","355","511","570","366","6","279","426","421","377","128"
"2018","3","A","골목상권","1000104","상원길","19094","11081","8013","39","3035","5055","4916","3993","2056","26","1689","3383","2790","1893","1300","13","1346","1672","2126","2100","756"
"2018","3","A","골목상권","1000097","매봉길","2086","930","1156","9","329","513","515","464","256","2","109","219","229","209","162","7","220","294","286","255","94"
"2018","3","A","골목상권","1000031","다산로36길","3116","1450","1666","10","731","848","712","545","270","5","238","400","359","278","170","5","493","448","353","267","100"
"2018","3","A","골목상권","1000116","왕십리로14길","17720","10481","7239","30","2703","4419","4480","3862","2226","16","1501","2987","2541","1879","1557","14","1202","1432","1939","1983","669"
"2018","3","A","골목상권","1000240","망우로73길","1522","838","684","2","169","290","390","399","272","1","72","144","183","239","199","1","97","146","207","160","73"
"2018","3","A","골목상권","1000275","보문로26길","6733","3252","3481","11","1272","1737","1510","1272","931","4","380","741","852","697","578","7","892","996","658","575","353"
"2018","3","A","골목상권","1000261","길음로7길","1434","523","911","8","158","209","342","391","326","3","44","88","128","115","145","5","114","121","214","276","181"
"2018","3","A","골목상권","1000341","오패산로52길","701","272","429","1","68","174","190","196","72","0","18","60","78","84","32","1","50","114","112","112","40"
"2018","3","A","골목상권","1000247","면목로56길","1959","1032","927","2","177","320","473","590","397","1","66","153","249","302","261","1","111","167","224","288","136"
"2018","3","A","골목상권","1000922","삼성로69길","8451","4409","4042","29","1590","2299","1952","1579","1002","15","587","1152","1097","861","697","14","1003","1147","855","718","305"
"2018","3","A","골목상권","1000828","장군봉2길","2686","1310","1376","1","349","594","676","600","466","0","121","280","347","297","265","1","228","314","329","303","201"
"2018","3","A","골목상권","1000354","덕릉로60길","1563","670","893","16","179","306","436","430","196","10","68","129","183","169","111","6","111","177","253","261","85"
"2018","3","A","골목상권","1000503","월드컵로7길","13233","7584","5649","48","2502","4138","3457","1935","1153","16","873","2200","2329","1374","792","32","1629","1938","1128","561","361"
"2018","3","A","골목상권","1000494","와우산로29가길","6641","4154","2487","24","1473","1732","1540","1117","755","7","716","1105","1033","734","559","17","757","627","507","383","196"
"2018","3","A","골목상권","1000465","독막로8길","6895","3868","3027","36","2098","2352","1373","678","358","21","897","1427","869","418","236","15","1201","925","504","260","122"
"2018","3","A","골목상권","1000447","증가로10길","1871","1030","841","5","207","336","458","496","369","2","76","161","236","292","263","3","131","175","222","204","106"
"2018","3","A","골목상권","1000837","행운길","5137","3308","1829","24","818","1438","1086","880","891","7","408","983","704","520","686","17","410","455","382","360","205"
"2018","3","A","골목상권","1000486","숭문8길","10376","6612","3764","27","1245","2307","2737","2625","1435","7","606","1355","1802","1789","1053","20","639","952","935","836","382"
"2018","3","A","골목상권","1000708","디지털로57길","2799","1415","1384","5","315","515","705","705","554","2","86","242","355","370","360","3","229","273","350","335","194"
"2018","3","A","골목상권","1000716","신길로42가길","3641","2058","1583","8","305","632","852","989","855","4","120","324","468","556","586","4","185","308","384","433","269"
"2018","3","A","골목상권","1000728","영등포로35길","6446","3711","2735","32","887","1646","1692","1427","762","19","344","899","1046","914","489","13","543","747","646","513","273"
"2018","2","A","골목상권","1000728","영등포로35길","6446","3711","2735","32","887","1646","1692","1427","762","19","344","899","1046","914","489","13","543","747","646","513","273"
"2018","2","A","골목상권","1000983","성내로5길","10613","6278","4335","44","1236","2694","2728","2485","1426","20","568","1523","1604","1554","1009","24","668","1171","1124","931","417"
"2018","2","A","골목상권","1000947","백제고분로33길","7377","5202","2175","16","909","1807","1731","1388","1526","3","486","1351","1205","862","1295","13","423","456","526","526","231"
"2018","2","A","골목상권","1000263","돌곶이로22길","3622","2203","1419","8","349","608","676","659","1322","1","114","360","370","348","1010","7","235","248","306","311","312"
"2018","2","A","골목상권","1000839","호암로24길","2468","1405","1063","3","182","375","621","778","509","2","63","196","348","457","339","1","119","179","273","321","170"
"2018","2","A","골목상권","1000318","덕릉로40길","2265","1476","789","2","160","264","558","808","473","1","78","142","332","588","335","1","82","122","226","220","138"
"2018","2","A","골목상권","1000949","백제고분로39길","8532","5416","3116","17","1361","2496","1907","1646","1105","8","668","1807","1249","942","742","9","693","689","658","704","363"
"2018","2","A","골목상권","1000426","증산로5길","1705","934","771","3","177","299","418","499","309","2","74","146","213","287","212","1","103","153","205","212","97"
